boundary_date,offset_days,maturity_date,cashflow_count,dirty_price,central_slope_per_year,second_difference
2039-05-15,-1,2039-05-14,27,96.575661936793779,-0.97652253557974689,0.0054711438426124914
2039-05-15,0,2039-05-15,27,96.575722104508017,0.15077846608996026,0.00070584794735850664
2039-05-15,1,2039-05-16,28,96.576488120169614,-0.17637847697773879,-0.0024984887312911042
2039-05-15,2,2039-05-17,28,96.57475564709992,-0.63294624768289509,-3.2524780522180663E-06
2039-05-15,3,2039-05-18,28,96.573019921552174,-0.58953504756328101,0.00024112206774873357
2039-05-15,4,2039-05-19,28,96.571525318072176,-0.54623459333246416,-3.8593048401480701E-06
2039-05-15,5,2039-05-20,28,96.570026855287338,-1.2039707469436678,-0.0036001744135774061
2039-05-15,6,2039-05-21,28,96.564928218088923,-0.87566663854772742,0.0053991010349250246
2039-05-15,7,2039-05-22,28,96.565228681925433,,
2039-11-15,-7,2039-11-08,28,96.247314465552222,,
2039-11-15,-6,2039-11-09,28,96.245525071618417,-0.6501607906511353,1.6262987330151191E-05
2039-11-15,-5,2039-11-10,28,96.243751940671942,-1.648842940577957,-0.0054884939458332838
2039-11-15,-4,2039-11-11,28,96.236490315779633,-1.311118446702686,0.0073390391177525771
2039-11-15,-3,2039-11-12,28,96.236567730005078,0.023893570031674471,-2.3904779482109006E-05
2039-11-15,-2,2039-11-13,28,96.23662123945104,0.020592740674310051,5.8180432773724533E-06
2039-11-15,-1,2039-11-14,28,96.236680566940279,-0.31186048102995301,-0.001827479532067855
2039-11-15,0,2039-11-15,28,96.234912414897451,-0.5088561976448247,0.00074805094787677717
2039-11-15,1,2039-11-16,29,96.2338923138025,-0.50057493376836959,-0.00070267415951263956
2039-11-15,2,2039-11-17,29,96.232169538548035,-0.62940180640367771,-3.2265124616515095E-06
2039-11-15,3,2039-11-18,29,96.23044353678111,-1.2387518364350925,-0.0033356777616830868
2039-11-15,4,2039-11-19,29,96.225381857252501,-0.86898098970749516,0.0053618193875877296
2039-11-15,5,2039-11-20,29,96.225681997111479,0.10813074946007362,-7.7824606421472708E-06
2039-11-15,6,2039-11-21,29,96.225974354509816,-0.21778564732521488,-0.0017780608094142281
2039-11-15,7,2039-11-22,29,96.224488651098739,,
2040-05-15,-7,2040-05-08,29,95.922951003821879,,
2040-05-15,-6,2040-05-09,29,95.921174059191031,-0.64561238845442404,1.6287133178138902E-05
2040-05-15,-5,2040-05-10,29,95.919413401693362,-0.64379888316874911,-6.3501179141667308E-06
2040-05-15,-4,2040-05-11,29,95.917646394077778,-1.3019687995506501,-0.0036000603828085787
2040-05-15,-3,2040-05-12,29,95.912279326079386,-0.96972443582110657,0.0054205774443403243
2040-05-15,-2,2040-05-13,29,95.912332835525334,0.020592740674310051,5.8180433057941627E-06
2040-05-15,-1,2040-05-14,29,95.912392163014587,-0.30956207101720423,-0.0018148855046291601
2040-05-15,0,2040-05-15,29,95.910636604999212,-0.50400519198991134,0.00074944374587460061
2040-05-15,1,2040-05-16,30,95.909630490729711,-0.49546545273940978,-0.00070265065409103045
2040-05-15,2,2040-05-17,30,95.907921725806119,-0.62428374769829986,-3.2030169165864208E-06
2040-05-15,3,2040-05-18,30,95.906209757865611,-1.2284814335895433,-0.0033074692345422818
2040-05-15,4,2040-05-19,30,95.90119032069056,-0.86127176018052864,0.0053195770340437321
2040-05-15,5,2040-05-20,30,95.901490460549553,0.1081307494626671,-7.7824606563581256E-06
2040-05-15,6,2040-05-21,30,95.90178281794789,-0.21520734031454936,-0.0017639330997667457
2040-05-15,7,2040-05-22,30,95.90031124224646,,
2040-11-15,-7,2040-11-08,30,95.585728237930368,,
2040-11-15,-6,2040-11-09,30,95.583970911586178,-1.6234890136014002,-0.0053811775231338288
2040-11-15,-5,2040-11-10,30,95.576832407718854,-1.2931683450792164,0.0071911537890088084
2040-11-15,-4,2040-11-11,30,95.576885057640538,0.025492353386162847,3.4384284774091611E-05
2040-11-15,-3,2040-11-12,30,95.576972091846997,0.025649216569405553,-3.3524760482350757E-05
2040-11-15,-2,2040-11-13,30,95.577025601292974,-0.30745012173962749,-0.0017916770932657755
2040-11-15,-1,2040-11-14,30,95.575287433645684,-0.63400075181796467,2.3585722885854921E-06
2040-11-15,0,2040-11-15,30,95.573551624570683,-0.4965865643440992,0.00075059587962300611
2040-11-15,1,2040-11-16,31,95.572566411375306,-1.1285926864721318,-0.0042136431241601713
2040-11-15,2,2040-11-17,31,95.567367555055768,-0.93694696250125276,0.0052637566801649882
2040-11-15,3,2040-11-18,31,95.567432455416395,0.067739954943171199,0.00024137711405103346
2040-11-15,4,2040-11-19,31,95.567738732891073,-0.20930551278517839,-0.0017594344714666477
2040-11-15,5,2040-11-20,31,95.566285575894284,-0.53201882848551207,-8.8576693570985299E-06
2040-11-15,6,2040-11-21,31,95.564823561228138,-0.85193347923116391,-0.0017440993210300348
2040-11-15,7,2040-11-22,31,95.561617447240963,,
2041-05-15,-7,2041-05-08,31,95.27568791206005,,
2041-05-15,-6,2041-05-09,31,95.273952583196603,-0.63288740834238411,2.781516798222583E-06
2041-05-15,-5,2041-05-10,31,95.272220035849955,-1.2770745200148781,-0.003532573909524217
2041-05-15,-4,2041-05-11,31,95.266954914593782,-0.94500088657021308,0.0053521554626456691
2041-05-15,-3,2041-05-12,31,95.267041948800255,0.025649216574592515,-3.3524760482350757E-05
2041-05-15,-2,2041-05-13,31,95.267095458246246,-0.30341775770470036,-0.0017695819478973362
2041-05-15,-1,2041-05-14,31,95.265379385744339,-0.62593246395685753,2.37807802250245E-06
2041-05-15,0,2041-05-15,31,95.263665691320455,-0.48830544652989971,0.00075174256541288287
2041-05-15,1,2041-05-16,32,95.262703739461983,-0.48029576308920241,-0.00070785388902550039
2041-05-15,2,2041-05-17,32,95.261033933714486,-1.2401194943090132,-0.0034555638162885316
2041-05-15,3,2041-05-18,32,95.255908564150701,-0.87948430625949925,0.0054316470384776494
2041-05-15,4,2041-05-19,32,95.256214841625393,0.11088237800880307,-4.9802753636640773E-06
2041-05-15,5,2041-05-20,32,95.256516138824722,-0.20756846029755138,-0.0017399558249451275
2041-05-15,6,2041-05-21,32,95.255077480199105,-0.5233248543735769,9.7838026107410769E-06
2041-05-15,7,2041-05-22,32,95.2536486053761,,
2041-11-15,-7,2041-11-08,32,94.947689134122271,,
2041-11-15,-6,2041-11-09,32,94.940740667561428,-1.2599577621049818,0.0069930549731651581
2041-11-15,-5,2041-11-10,32,94.940785255973751,0.019340695364036264,1.6799588308913371E-05
2041-11-15,-4,2041-11-11,32,94.940846643974382,0.02708705279392376,2.564620582745647E-05
2041-11-15,-3,2041-11-12,32,94.940933678180841,-0.29293888124609424,-0.0017792129676905688
2041-11-15,-2,2041-11-13,32,94.939241499419609,-0.61671045394703583,5.1221583703409124E-06
2041-11-15,-1,2041-11-14,32,94.937554442816747,-0.61533849646806971,2.3954168568707246E-06
2041-11-15,0,2041-11-15,32,94.935869781630743,-1.0991921886441247,-0.0026536485246708708
2041-11-15,1,2041-11-16,33,94.931531471920067,-0.78007751999592756,0.0044022220515103072
2041-11-15,2,2041-11-17,33,94.931595384260902,0.024598651050169451,6.9624473724161362E-06
2041-11-15,3,2041-11-18,33,94.931666259049109,-0.24161197100397658,-0.0014656507873951341
2041-11-15,4,2041-11-19,33,94.930271483049921,-0.51018105644317302,-5.9606396689559915E-06
2041-11-15,5,2041-11-20,33,94.928870746411064,-0.51268656725650175,-7.7681867054479881E-06
2041-11-15,6,2041-11-21,33,94.927462241585502,-0.51231565830406112,9.8005645270404784E-06
2041-11-15,7,2041-11-22,33,94.926063537324467,,
2042-05-15,-7,2042-05-08,33,94.64731537531479,,
2042-05-15,-6,2042-05-09,33,94.64562615217136,-1.237732957929083,-0.0034036521127518427
2042-05-15,-5,2042-05-10,33,94.640533276915178,-0.91824642413794066,0.0051542632568128965
2042-05-15,-4,2042-05-11,33,94.64059466491581,0.02708705279392376,2.564620582745647E-05
2042-05-15,-3,2042-05-12,33,94.640681699122268,-0.28737565472731319,-0.0017487295347109466
2042-05-15,-2,2042-05-13,33,94.639020003794016,-0.60558119367637886,5.1375404694908866E-06
2042-05-15,-1,2042-05-14,33,94.637363446006233,-0.60420362320432019,2.4107908842552206E-06
2042-05-15,0,2042-05-15,33,94.635709299009335,-0.46714861302756816,0.00074857556624863264
2042-05-15,1,2042-05-16,34,94.634803727578685,-1.0677397100625186,-0.0040394856869880869
2042-05-15,2,2042-05-17,34,94.629858670461047,-0.8895382751211045,0.0050159319058451501
2042-05-15,3,2042-05-18,34,94.629929545249254,0.069016994511486018,0.00023642573597726368
2042-05-15,4,2042-05-19,34,94.630236845773439,-0.19380361767442622,-0.0016765386794617143
2042-05-15,5,2042-05-20,34,94.628867607618162,-0.50118691187201136,-7.7533435387522331E-06
2042-05-15,6,2042-05-21,34,94.627490616119346,-0.5008105866212631,9.8153997072358834E-06
2042-05-15,7,2042-05-22,34,94.626123440020237,,
2042-11-15,-7,2042-11-08,34,94.328221049262325,,
2042-11-15,-6,2042-11-09,34,94.32824771617959,0.013977093890211734,2.3252981307564369E-05
2042-11-15,-5,2042-11-10,34,94.328297636078162,-0.5919510194155464,-0.0033434070268185678
2042-11-15,-4,2042-11-11,34,94.325004148949915,-0.58517765822365675,0.003380521334719333
2042-11-15,-3,2042-11-12,34,94.325091183156388,-0.28072510840843279,-0.001712288185046873
2042-11-15,-2,2042-11-13,34,94.323465929177814,-0.59227765662313914,5.1509345553313324E-06
2042-11-15,-1,2042-11-14,34,94.321845826133796,-1.1878146514179377,-0.0032683673443898442
2042-11-15,0,2042-11-15,34,94.316957355745387,-0.75207172001952927,0.0056559998452030413
2042-11-15,1,2042-11-16,35,94.317724885202182,0.15273334657571525,-0.00069816386385923579
2042-11-15,2,2042-11-17,35,94.317794250795117,-0.27248273054269134,-0.0016317872436388825
2042-11-15,3,2042-11-18,35,94.316231829144414,-0.52729932341925689,0.00023553194020564661
2042-11-15,4,2042-11-19,35,94.314904939433916,-0.48522813321390856,-5.0048705872995924E-06
2042-11-15,5,2042-11-20,35,94.313573044852831,-0.48755415770187938,-7.7404690728144487E-06
2042-11-15,6,2042-11-21,35,94.312233409802673,-1.0841783451980547,-0.0032614331610432146
2042-11-15,7,2042-11-22,35,94.307632341591471,,
2043-05-15,-7,2043-05-08,35,94.043563148960487,,
2043-05-15,-6,2043-05-09,35,94.038672576730974,-0.88341905039932556,0.0049404921280711278
2043-05-15,-5,2043-05-10,35,94.038722496629532,0.019996343932113803,9.7292107312796361E-06
2043-05-15,-4,2043-05-11,35,94.038782145738821,-0.27237078651495494,-0.0016117408844138481
2043-05-15,-3,2043-05-12,35,94.037230053963697,-0.57310397627095,-3.6112210139549461E-05
2043-05-15,-2,2043-05-13,35,94.035641849978433,-0.57875227343203051,5.162636654176822E-06
2043-05-15,-1,2043-05-14,35,94.034058808629823,-0.57827507717881588,-2.5478626639596769E-06
2043-05-15,0,2043-05-15,35,94.032473219418549,-1.0228475954908944,-0.0024334659363063338
2043-05-15,1,2043-05-16,36,94.028454164270968,-0.7208183437252913,0.0040884207405014195
2043-05-15,2,2043-05-17,36,94.02852352986389,0.025759032487790989,2.414197652456096E-06
2043-05-15,3,2043-05-18,36,94.028595309654463,-0.22215345970412415,-0.001360838812402676
2043-05-15,4,2043-05-19,36,94.027306250632634,-0.47141788258485917,-4.9936417383378284E-06
2043-05-15,5,2043-05-20,36,94.026012197969067,-0.47373980981117114,-7.7292471729606405E-06
2043-05-15,6,2043-05-21,36,94.024710416058326,-0.4742774223035795,4.7834252967504653E-06
2043-05-15,7,2043-05-22,36,94.023413417572883,,
2043-11-15,-7,2043-11-08,36,93.740851753534656,,
